# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-04-11 14:46:06 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12436000 FRANKLIN ROOSEVELT LAKE AT GRAND COULEE DAM, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12436000
#            TS   parameter     statistic     Description
#        149680       62614     32400     Lake or reservoir water surface elevation above NGVD 1929, feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	149680_62614_32400	149680_62614_32400_cd
USGS	12436000	2003-03-17	1284.04	A
USGS	12436000	2003-03-18	1283.93	A
USGS	12436000	2003-03-19	1284.21	A
USGS	12436000	2003-03-20	1284.58	A
USGS	12436000	2003-03-21	1284.53	A
USGS	12436000	2003-03-22	1285.38	A
USGS	12436000	2003-03-23	1286.38	A
USGS	12436000	2003-03-24	1286.72	A
USGS	12436000	2003-03-25	1286.68	A
USGS	12436000	2003-03-26	1286.14	A
USGS	12436000	2003-03-27	1285.66	A
USGS	12436000	2003-03-28	1285.26	A
USGS	12436000	2003-03-29	1284.46	A
USGS	12436000	2003-03-30	1284.29	A
USGS	12436000	2003-03-31	1283.84	A
USGS	12436000	2003-04-01	1283.73	A
USGS	12436000	2003-04-02	1283.81	A
USGS	12436000	2003-04-03	1283.61	A
USGS	12436000	2003-04-04	1283.99	A
USGS	12436000	2003-04-05	1284.31	A
USGS	12436000	2003-04-06	1284.83	A
USGS	12436000	2003-04-07	1284.63	A
USGS	12436000	2003-04-08	1284.50	A
USGS	12436000	2003-04-09	1283.96	A
USGS	12436000	2003-04-10	1283.54	A
USGS	12436000	2003-04-11	1283.12	A
USGS	12436000	2003-04-12	1283.08	A
USGS	12436000	2003-04-13	1283.55	A
USGS	12436000	2003-04-14	1283.53	A
USGS	12436000	2003-04-15	1283.16	A
USGS	12436000	2003-04-16	1282.44	A
USGS	12436000	2003-04-17	1282.22	A
USGS	12436000	2003-04-18	1282.26	A
USGS	12436000	2003-04-19	1281.79	A
USGS	12436000	2003-04-20	1282.77	A
USGS	12436000	2003-04-21	1281.70	A
USGS	12436000	2003-04-22	1281.60	A
USGS	12436000	2003-04-23	1280.55	A
USGS	12436000	2003-04-24	1279.68	A
USGS	12436000	2003-04-25	1278.74	A
USGS	12436000	2003-04-26	1278.86	A
USGS	12436000	2003-04-27	1279.27	A
USGS	12436000	2003-04-28	1279.13	A
USGS	12436000	2003-04-29	1278.68	A
USGS	12436000	2003-04-30	1278.53	A
USGS	12436000	2003-05-01	1278.79	A
USGS	12436000	2003-05-02	1277.82	A
USGS	12436000	2003-05-03	1277.65	A
USGS	12436000	2003-05-04	1277.59	A
USGS	12436000	2003-05-05	1276.78	A
USGS	12436000	2003-05-06	1276.47	A
USGS	12436000	2003-05-07	1275.67	A
USGS	12436000	2003-05-08	1275.11	A
USGS	12436000	2003-05-09	1274.87	A
USGS	12436000	2003-05-10	1274.59	A
USGS	12436000	2003-05-11	1274.72	A
USGS	12436000	2003-05-12	1273.86	A
USGS	12436000	2003-05-13	1272.85	A
USGS	12436000	2003-05-14	1272.33	A
USGS	12436000	2003-05-15	1271.54	A
USGS	12436000	2003-05-16	1270.63	A
USGS	12436000	2003-05-17	1270.59	A
USGS	12436000	2003-05-18	1270.84	A
USGS	12436000	2003-05-19	1270.08	A
USGS	12436000	2003-05-20	1269.00	A
USGS	12436000	2003-05-21	1267.57	A
USGS	12436000	2003-05-22	1266.40	A
USGS	12436000	2003-05-23	1265.43	A
USGS	12436000	2003-05-24	1265.30	A
USGS	12436000	2003-05-25	1265.67	A
USGS	12436000	2003-05-26	1266.65	A
USGS	12436000	2003-05-27	1267.51	A
USGS	12436000	2003-05-28	1267.33	A
USGS	12436000	2003-05-29	1268.00	A
USGS	12436000	2003-05-30	1269.70	A
USGS	12436000	2003-05-31	1271.44	A
USGS	12436000	2003-06-01	1273.71	A
USGS	12436000	2003-06-02	1275.41	A
USGS	12436000	2003-06-03	1276.96	A
USGS	12436000	2003-06-04	1278.35	A
USGS	12436000	2003-06-05	1279.36	A
USGS	12436000	2003-06-06	1279.84	A
USGS	12436000	2003-06-07	1280.68	A
USGS	12436000	2003-06-08	1282.30	A
USGS	12436000	2003-06-09	1282.83	A
USGS	12436000	2003-06-10	1283.27	A
USGS	12436000	2003-06-11	1283.14	A
USGS	12436000	2003-06-12	1283.00	A
USGS	12436000	2003-06-13	1283.10	A
USGS	12436000	2003-06-14	1283.23	A
USGS	12436000	2003-06-15	1283.71	A
USGS	12436000	2003-06-16	1283.29	A
USGS	12436000	2003-06-17	1283.31	A
USGS	12436000	2003-06-18	1283.87	A
USGS	12436000	2003-06-19	1284.52	A
USGS	12436000	2003-06-20	1284.84	A
USGS	12436000	2003-06-21	1286.17	A
USGS	12436000	2003-06-22	1287.59	A
USGS	12436000	2003-06-23	1287.71	A
USGS	12436000	2003-06-24	1287.43	A
USGS	12436000	2003-06-25	1286.95	A
USGS	12436000	2003-06-26	1286.56	A
USGS	12436000	2003-06-27	1285.64	A
USGS	12436000	2003-06-28	1284.79	A
USGS	12436000	2003-06-29	1285.77	A
USGS	12436000	2003-06-30	1285.11	A
USGS	12436000	2003-07-01	1285.70	A
USGS	12436000	2003-07-02	1286.09	A
USGS	12436000	2003-07-03	1286.18	A
USGS	12436000	2003-07-04	1287.22	A
USGS	12436000	2003-07-05	1288.35	A
USGS	12436000	2003-07-06	1289.16	A
USGS	12436000	2003-07-07	1288.72	A
USGS	12436000	2003-07-08	1288.44	A
USGS	12436000	2003-07-09	1287.91	A
USGS	12436000	2003-07-10	1287.42	A
USGS	12436000	2003-07-11	1286.82	A
USGS	12436000	2003-07-12	1286.48	A
USGS	12436000	2003-07-13	1286.80	A
USGS	12436000	2003-07-14	1286.06	A
USGS	12436000	2003-07-15	1285.29	A
USGS	12436000	2003-07-16	1284.95	A
USGS	12436000	2003-07-17	1284.60	A
USGS	12436000	2003-07-18	1284.13	A
USGS	12436000	2003-07-19	1283.82	A
USGS	12436000	2003-07-20	1284.39	A
USGS	12436000	2003-07-21	1283.91	A
USGS	12436000	2003-07-22	1283.69	A
USGS	12436000	2003-07-23	1283.60	A
USGS	12436000	2003-07-24	1283.85	A
USGS	12436000	2003-07-25	1283.60	A
USGS	12436000	2003-07-26	1283.27	A
USGS	12436000	2003-07-27	1284.01	A
USGS	12436000	2003-07-28	1283.60	A
USGS	12436000	2003-07-29	1282.91	A
USGS	12436000	2003-07-30	1281.94	A
USGS	12436000	2003-07-31	1281.52	A
USGS	12436000	2003-08-01	1281.41	A
USGS	12436000	2003-08-02	1282.13	A
USGS	12436000	2003-08-03	1282.81	A
USGS	12436000	2003-08-04	1282.55	A
USGS	12436000	2003-08-05	1282.30	A
USGS	12436000	2003-08-06	1282.61	A
USGS	12436000	2003-08-07	1282.54	A
USGS	12436000	2003-08-08	1282.57	A
USGS	12436000	2003-08-09	1282.58	A
USGS	12436000	2003-08-10	1282.87	A
USGS	12436000	2003-08-11	1282.41	A
USGS	12436000	2003-08-12	1282.65	A
USGS	12436000	2003-08-13	1282.63	A
USGS	12436000	2003-08-14	1282.26	A
USGS	12436000	2003-08-15	1281.71	A
USGS	12436000	2003-08-16	1281.88	A
USGS	12436000	2003-08-17	1282.51	A
USGS	12436000	2003-08-18	1282.23	A
USGS	12436000	2003-08-19	1282.07	A
USGS	12436000	2003-08-20	1281.48	A
USGS	12436000	2003-08-21	1280.58	A
USGS	12436000	2003-08-22	1280.53	A
USGS	12436000	2003-08-23	1280.28	A
USGS	12436000	2003-08-24	1280.26	A
USGS	12436000	2003-08-25	1279.37	A
USGS	12436000	2003-08-26	1278.83	A
USGS	12436000	2003-08-27	1279.23	A
USGS	12436000	2003-08-28	1278.78	A
USGS	12436000	2003-08-29	1278.23	A
USGS	12436000	2003-08-30	1278.21	A
USGS	12436000	2003-08-31	1278.41	A
USGS	12436000	2003-09-01	1278.97	A
USGS	12436000	2003-09-02	1278.72	A
USGS	12436000	2003-09-03	1278.51	A
USGS	12436000	2003-09-04	1278.37	A
USGS	12436000	2003-09-05	1278.55	A
USGS	12436000	2003-09-06	1278.67	A
USGS	12436000	2003-09-07	1279.50	A
USGS	12436000	2003-09-08	1279.45	A
USGS	12436000	2003-09-09	1279.71	A
USGS	12436000	2003-09-10	1280.08	A
USGS	12436000	2003-09-11	1280.12	A
USGS	12436000	2003-09-12	1280.09	A
USGS	12436000	2003-09-13	1280.74	A
USGS	12436000	2003-09-14	1281.34	A
USGS	12436000	2003-09-15	1281.50	A
USGS	12436000	2003-09-16	1281.80	A
USGS	12436000	2003-09-17	1282.51	A
USGS	12436000	2003-09-18	1282.94	A
USGS	12436000	2003-09-19	1283.39	A
USGS	12436000	2003-09-20	1283.92	A
USGS	12436000	2003-09-21	1284.00	A
USGS	12436000	2003-09-22	1284.03	A
USGS	12436000	2003-09-23	1284.31	A
USGS	12436000	2003-09-24	1284.33	A
USGS	12436000	2003-09-25	1284.08	A
USGS	12436000	2003-09-26	1283.92	A
USGS	12436000	2003-09-27	1284.57	A
USGS	12436000	2003-09-28	1284.81	A
USGS	12436000	2003-09-29	1284.86	A
USGS	12436000	2003-09-30	1284.55	A
USGS	12436000	2003-10-01	1284.77	A
USGS	12436000	2003-10-02	1285.27	A
USGS	12436000	2003-10-03	1285.74	A
USGS	12436000	2003-10-04	1286.76	A
USGS	12436000	2003-10-05	1287.52	A
USGS	12436000	2003-10-06	1287.35	A
USGS	12436000	2003-10-07	1287.64	A
USGS	12436000	2003-10-08	1287.98	A
USGS	12436000	2003-10-09	1287.40	A
USGS	12436000	2003-10-10	1287.68	A
USGS	12436000	2003-10-11	1287.84	A
USGS	12436000	2003-10-12	1287.92	A
USGS	12436000	2003-10-13	1287.68	A
USGS	12436000	2003-10-14	1287.50	A
USGS	12436000	2003-10-15	1287.49	A
USGS	12436000	2003-10-16	1287.62	A
USGS	12436000	2003-10-17	1287.78	A
USGS	12436000	2003-10-18	1288.33	A
USGS	12436000	2003-10-19	1288.84	A
USGS	12436000	2003-10-20	1288.82	A
USGS	12436000	2003-10-21	1288.77	A
USGS	12436000	2003-10-22	1288.81	A
USGS	12436000	2003-10-23	1288.87	A
USGS	12436000	2003-10-24	1288.84	A
USGS	12436000	2003-10-25	1289.24	A
USGS	12436000	2003-10-26	1289.69	A
USGS	12436000	2003-10-27	1289.35	A
USGS	12436000	2003-10-28	1288.94	A
USGS	12436000	2003-10-29	1288.84	A
USGS	12436000	2003-10-30	1288.07	A
USGS	12436000	2003-10-31	1287.06	A
USGS	12436000	2003-11-01	1286.92	A
USGS	12436000	2003-11-02	1287.89	A
USGS	12436000	2003-11-03	1287.82	A
USGS	12436000	2003-11-04	1287.42	A
USGS	12436000	2003-11-05	1286.76	A
USGS	12436000	2003-11-06	1286.48	A
USGS	12436000	2003-11-07	1286.33	A
USGS	12436000	2003-11-08	1286.84	A
USGS	12436000	2003-11-09	1287.68	A
USGS	12436000	2003-11-10	1287.73	A
USGS	12436000	2003-11-11	1287.70	A
USGS	12436000	2003-11-12	1287.37	A
USGS	12436000	2003-11-13	1286.92	A
USGS	12436000	2003-11-14	1286.55	A
USGS	12436000	2003-11-15	1286.28	A
USGS	12436000	2003-11-16	1286.96	A
USGS	12436000	2003-11-17	1286.35	A
USGS	12436000	2003-11-18	1286.03	A
USGS	12436000	2003-11-19	1285.47	A
USGS	12436000	2003-11-20	1285.04	A
USGS	12436000	2003-11-21	1284.44	A
USGS	12436000	2003-11-22	1284.27	A
USGS	12436000	2003-11-23	1284.38	A
USGS	12436000	2003-11-24	1283.66	A
USGS	12436000	2003-11-25	1283.34	A
USGS	12436000	2003-11-26	1283.19	A
USGS	12436000	2003-11-27	1284.30	A
USGS	12436000	2003-11-28	1285.48	A
USGS	12436000	2003-11-29	1286.31	A
USGS	12436000	2003-11-30	1286.92	A
USGS	12436000	2003-12-01	1286.53	A
USGS	12436000	2003-12-02	1286.29	A
USGS	12436000	2003-12-03	1285.85	A
USGS	12436000	2003-12-04	1285.78	A
USGS	12436000	2003-12-05	1285.53	A
USGS	12436000	2003-12-06	1285.88	A
USGS	12436000	2003-12-07	1286.98	A
USGS	12436000	2003-12-08	1286.63	A
USGS	12436000	2003-12-09	1286.22	A
USGS	12436000	2003-12-10	1286.00	A
USGS	12436000	2003-12-11	1286.02	A
USGS	12436000	2003-12-12	1285.99	A
USGS	12436000	2003-12-13	1285.96	A
USGS	12436000	2003-12-14	1286.41	A
USGS	12436000	2003-12-15	1286.17	A
USGS	12436000	2003-12-16	1286.04	A
USGS	12436000	2003-12-17	1286.43	A
USGS	12436000	2003-12-18	1286.57	A
USGS	12436000	2003-12-19	1286.61	A
USGS	12436000	2003-12-20	1287.09	A
USGS	12436000	2003-12-21	1288.18	A
USGS	12436000	2003-12-22	1287.89	A
USGS	12436000	2003-12-23	1287.33	A
USGS	12436000	2003-12-24	1286.94	A
USGS	12436000	2003-12-25	1288.34	A
USGS	12436000	2003-12-26	1288.08	A
USGS	12436000	2003-12-27	1287.72	A
USGS	12436000	2003-12-28	1287.62	A
USGS	12436000	2003-12-29	1286.49	A
USGS	12436000	2003-12-30	1285.62	A
USGS	12436000	2003-12-31	1284.82	A
USGS	12436000	2004-01-01	1284.50	A
USGS	12436000	2004-01-02	1283.96	A
USGS	12436000	2004-01-03	1283.59	A
USGS	12436000	2004-01-04	1282.77	A
USGS	12436000	2004-01-05	1281.62	A
USGS	12436000	2004-01-06	1280.01	A
USGS	12436000	2004-01-07	1279.27	A
USGS	12436000	2004-01-08	1278.50	A
USGS	12436000	2004-01-09	1277.54	A
USGS	12436000	2004-01-10	1276.97	A
USGS	12436000	2004-01-11	1276.78	A
USGS	12436000	2004-01-12	1275.75	A
USGS	12436000	2004-01-13	1274.78	A
USGS	12436000	2004-01-14	1273.97	A
USGS	12436000	2004-01-15	1273.38	A
USGS	12436000	2004-01-16	1272.99	A
USGS	12436000	2004-01-17	1272.66	A
USGS	12436000	2004-01-18	1272.77	A
USGS	12436000	2004-01-19	1272.09	A
USGS	12436000	2004-01-20	1272.14	A
USGS	12436000	2004-01-21	1271.67	A
USGS	12436000	2004-01-22	1270.89	A
USGS	12436000	2004-01-23	1271.13	A
USGS	12436000	2004-01-24	1271.10	A
USGS	12436000	2004-01-25	1271.31	A
USGS	12436000	2004-01-26	1270.96	A
USGS	12436000	2004-01-27	1270.92	A
USGS	12436000	2004-01-28	1270.87	A
USGS	12436000	2004-01-29	1271.00	A
USGS	12436000	2004-01-30	1271.22	A
USGS	12436000	2004-01-31	1271.58	A
USGS	12436000	2004-02-01	1272.67	A
USGS	12436000	2004-02-02	1272.13	A
USGS	12436000	2004-02-03	1271.52	A
USGS	12436000	2004-02-04	1271.21	A
USGS	12436000	2004-02-05	1270.02	A
USGS	12436000	2004-02-06	1269.07	A
USGS	12436000	2004-02-07	1268.94	A
USGS	12436000	2004-02-08	1269.29	A
USGS	12436000	2004-02-09	1268.39	A
USGS	12436000	2004-02-10	1267.33	A
USGS	12436000	2004-02-11	1266.57	A
USGS	12436000	2004-02-12	1265.62	A
USGS	12436000	2004-02-13	1264.31	A
USGS	12436000	2004-02-14	1264.44	A
USGS	12436000	2004-02-15	1264.87	A
USGS	12436000	2004-02-16	1263.77	A
USGS	12436000	2004-02-17	1263.27	A
USGS	12436000	2004-02-18	1263.01	A
USGS	12436000	2004-02-19	1262.95	A
USGS	12436000	2004-02-20	1262.90	A
USGS	12436000	2004-02-21	1263.23	A
USGS	12436000	2004-02-22	1263.94	A
USGS	12436000	2004-02-23	1263.67	A
USGS	12436000	2004-02-24	1263.58	A
USGS	12436000	2004-02-25	1262.65	A
USGS	12436000	2004-02-26	1261.77	A
USGS	12436000	2004-02-27	1261.39	A
USGS	12436000	2004-02-28	1261.14	A
USGS	12436000	2004-02-29	1261.39	A
USGS	12436000	2004-03-01	1261.16	A
USGS	12436000	2004-03-02	1260.61	A
USGS	12436000	2004-03-03	1259.57	A
USGS	12436000	2004-03-04	1258.65	A
USGS	12436000	2004-03-05	1258.51	A
USGS	12436000	2004-03-06	1258.72	A
USGS	12436000	2004-03-07	1259.58	A
USGS	12436000	2004-03-08	1259.31	A
USGS	12436000	2004-03-09	1258.88	A
USGS	12436000	2004-03-10	1258.69	A
USGS	12436000	2004-03-11	1258.69	A
USGS	12436000	2004-03-12	1258.71	A
USGS	12436000	2004-03-13	1259.27	A
USGS	12436000	2004-03-14	1259.86	A
USGS	12436000	2004-03-15	1259.77	A
USGS	12436000	2004-03-16	1260.00	A
USGS	12436000	2004-03-17	1259.52	A
USGS	12436000	2004-03-18	1259.23	A
USGS	12436000	2004-03-19	1259.32	A
USGS	12436000	2004-03-20	1259.72	A
USGS	12436000	2004-03-21	1260.35	A
USGS	12436000	2004-03-22	1260.56	A
USGS	12436000	2004-03-23	1260.56	A
USGS	12436000	2004-03-24	1260.54	A
USGS	12436000	2004-03-25	1260.58	A
USGS	12436000	2004-03-26	1260.90	A
USGS	12436000	2004-03-27	1261.64	A
USGS	12436000	2004-03-28	1262.91	A
USGS	12436000	2004-03-29	1263.25	A
USGS	12436000	2004-03-30	1263.62	A
USGS	12436000	2004-03-31	1264.60	A
USGS	12436000	2004-04-01	1265.04	A
USGS	12436000	2004-04-02	1265.34	A
USGS	12436000	2004-04-03	1265.53	A
USGS	12436000	2004-04-04	1266.33	A
USGS	12436000	2004-04-05	1266.42	A
USGS	12436000	2004-04-06	1266.55	A
USGS	12436000	2004-04-07	1267.01	A
USGS	12436000	2004-04-08	1267.60	A
USGS	12436000	2004-04-09	1268.14	A
USGS	12436000	2004-04-10	1268.64	A
USGS	12436000	2004-04-11	1269.72	A
USGS	12436000	2004-04-12	1270.35	A
USGS	12436000	2004-04-13	1270.65	A
USGS	12436000	2004-04-14	1271.57	A
USGS	12436000	2004-04-15	1271.88	A
USGS	12436000	2004-04-16	1271.78	A
USGS	12436000	2004-04-17	1271.75	A
USGS	12436000	2004-04-18	1272.21	A
USGS	12436000	2004-04-19	1271.42	A
USGS	12436000	2004-04-20	1271.01	A
USGS	12436000	2004-04-21	1271.15	A
USGS	12436000	2004-04-22	1270.93	A
USGS	12436000	2004-04-23	1270.58	A
USGS	12436000	2004-04-24	1270.13	A
USGS	12436000	2004-04-25	1270.14	A
USGS	12436000	2004-04-26	1269.43	A
USGS	12436000	2004-04-27	1268.71	A
USGS	12436000	2004-04-28	1268.97	A
USGS	12436000	2004-04-29	1268.98	A
USGS	12436000	2004-04-30	1269.01	A
USGS	12436000	2004-05-01	1269.39	A
USGS	12436000	2004-05-02	1269.63	A
USGS	12436000	2004-05-03	1269.59	A
USGS	12436000	2004-05-04	1270.26	A
USGS	12436000	2004-05-05	1271.09	A
USGS	12436000	2004-05-06	1272.16	A
USGS	12436000	2004-05-07	1272.15	A
USGS	12436000	2004-05-08	1272.71	A
USGS	12436000	2004-05-09	1273.25	A
USGS	12436000	2004-05-10	1273.27	A
USGS	12436000	2004-05-11	1273.62	A
USGS	12436000	2004-05-12	1274.04	A
USGS	12436000	2004-05-13	1273.92	A
USGS	12436000	2004-05-14	1273.43	A
USGS	12436000	2004-05-15	1272.88	A
USGS	12436000	2004-05-16	1272.96	A
USGS	12436000	2004-05-17	1272.99	A
USGS	12436000	2004-05-18	1272.47	A
USGS	12436000	2004-05-19	1272.65	A
USGS	12436000	2004-05-20	1273.06	A
USGS	12436000	2004-05-21	1273.17	A
USGS	12436000	2004-05-22	1274.24	A
USGS	12436000	2004-05-23	1275.11	A
USGS	12436000	2004-05-24	1275.71	A
USGS	12436000	2004-05-25	1276.18	A
USGS	12436000	2004-05-26	1276.27	A
USGS	12436000	2004-05-27	1276.72	A
USGS	12436000	2004-05-28	1277.84	A
USGS	12436000	2004-05-29	1278.30	A
USGS	12436000	2004-05-30	1278.68	A
USGS	12436000	2004-05-31	1279.92	A
USGS	12436000	2004-06-01	1280.69	A
USGS	12436000	2004-06-02	1281.09	A
USGS	12436000	2004-06-03	1280.83	A
USGS	12436000	2004-06-04	1280.97	A
USGS	12436000	2004-06-05	1281.74	A
USGS	12436000	2004-06-06	1282.78	A
USGS	12436000	2004-06-07	1284.00	A
USGS	12436000	2004-06-08	1284.81	A
USGS	12436000	2004-06-09	1285.53	A
USGS	12436000	2004-06-10	1285.43	A
USGS	12436000	2004-06-11	1285.65	A
USGS	12436000	2004-06-12	1285.76	A
USGS	12436000	2004-06-13	1285.93	A
USGS	12436000	2004-06-14	1285.63	A
USGS	12436000	2004-06-15	1285.98	A
USGS	12436000	2004-06-16	1286.45	A
USGS	12436000	2004-06-17	1286.58	A
USGS	12436000	2004-06-18	1286.51	A
USGS	12436000	2004-06-19	1286.22	A
USGS	12436000	2004-06-20	1285.86	A
USGS	12436000	2004-06-21	1285.20	A
USGS	12436000	2004-06-22	1285.04	A
USGS	12436000	2004-06-23	1285.83	A
USGS	12436000	2004-06-24	1286.60	A
USGS	12436000	2004-06-25	1286.69	A
USGS	12436000	2004-06-26	1286.64	A
USGS	12436000	2004-06-27	1287.42	A
USGS	12436000	2004-06-28	1287.01	A
USGS	12436000	2004-06-29	1286.66	A
USGS	12436000	2004-06-30	1286.38	A
USGS	12436000	2004-07-01	1287.17	A
USGS	12436000	2004-07-02	1287.64	A
USGS	12436000	2004-07-03	1288.29	A
USGS	12436000	2004-07-04	1288.94	A
USGS	12436000	2004-07-05	1289.40	A
USGS	12436000	2004-07-06	1288.91	A
USGS	12436000	2004-07-07	1288.59	A
USGS	12436000	2004-07-08	1288.24	A
USGS	12436000	2004-07-09	1288.44	A
USGS	12436000	2004-07-10	1288.43	A
USGS	12436000	2004-07-11	1288.18	A
USGS	12436000	2004-07-12	1287.67	A
USGS	12436000	2004-07-13	1287.38	A
USGS	12436000	2004-07-14	1287.19	A
USGS	12436000	2004-07-15	1287.38	A
USGS	12436000	2004-07-16	1287.32	A
USGS	12436000	2004-07-17	1287.28	A
USGS	12436000	2004-07-18	1287.12	A
USGS	12436000	2004-07-19	1287.10	A
USGS	12436000	2004-07-20	1287.35	A
USGS	12436000	2004-07-21	1287.52	A
USGS	12436000	2004-07-22	1287.40	A
USGS	12436000	2004-07-23	1287.36	A
USGS	12436000	2004-07-24	1287.13	A
USGS	12436000	2004-07-25	1287.37	A
USGS	12436000	2004-07-26	1287.17	A
USGS	12436000	2004-07-27	1286.85	A
USGS	12436000	2004-07-28	1286.29	A
USGS	12436000	2004-07-29	1285.42	A
USGS	12436000	2004-07-30	1284.79	A
USGS	12436000	2004-07-31	1283.81	A
USGS	12436000	2004-08-01	1283.66	A
USGS	12436000	2004-08-02	1283.69	A
USGS	12436000	2004-08-03	1283.38	A
USGS	12436000	2004-08-04	1283.15	A
USGS	12436000	2004-08-05	1283.40	A
USGS	12436000	2004-08-06	1283.63	A
USGS	12436000	2004-08-07	1283.83	A
USGS	12436000	2004-08-08	1283.52	A
USGS	12436000	2004-08-09	1282.90	A
USGS	12436000	2004-08-10	1282.24	A
USGS	12436000	2004-08-11	1281.61	A
USGS	12436000	2004-08-12	1281.07	A
USGS	12436000	2004-08-13	1280.65	A
USGS	12436000	2004-08-14	1280.28	A
USGS	12436000	2004-08-15	1279.98	A
USGS	12436000	2004-08-16	1279.63	A
USGS	12436000	2004-08-17	1279.14	A
USGS	12436000	2004-08-18	1278.85	A
USGS	12436000	2004-08-19	1278.74	A
USGS	12436000	2004-08-20	1278.49	A
USGS	12436000	2004-08-21	1278.59	A
USGS	12436000	2004-08-22	1279.37	A
USGS	12436000	2004-08-23	1279.63	A
USGS	12436000	2004-08-24	1279.94	A
USGS	12436000	2004-08-25	1279.93	A
USGS	12436000	2004-08-26	1279.89	A
USGS	12436000	2004-08-27	1279.96	A
USGS	12436000	2004-08-28	1280.11	A
USGS	12436000	2004-08-29	1280.13	A
USGS	12436000	2004-08-30	1279.29	A
USGS	12436000	2004-08-31	1278.05	A
USGS	12436000	2004-09-01	1278.41	A
USGS	12436000	2004-09-02	1278.85	A
USGS	12436000	2004-09-03	1279.59	A
USGS	12436000	2004-09-04	1280.07	A
USGS	12436000	2004-09-05	1280.31	A
USGS	12436000	2004-09-06	1280.40	A
USGS	12436000	2004-09-07	1280.24	A
USGS	12436000	2004-09-08	1280.05	A
USGS	12436000	2004-09-09	1279.98	A
USGS	12436000	2004-09-10	1280.31	A
USGS	12436000	2004-09-11	1280.34	A
USGS	12436000	2004-09-12	1280.94	A
USGS	12436000	2004-09-13	1281.34	A
USGS	12436000	2004-09-14	1281.99	A
USGS	12436000	2004-09-15	1282.49	A
USGS	12436000	2004-09-16	1283.04	A
USGS	12436000	2004-09-17	1283.50	A
USGS	12436000	2004-09-18	1284.30	A
USGS	12436000	2004-09-19	1285.39	A
USGS	12436000	2004-09-20	1286.05	A
USGS	12436000	2004-09-21	1286.30	A
USGS	12436000	2004-09-22	1286.21	A
USGS	12436000	2004-09-23	1286.02	A
USGS	12436000	2004-09-24	1286.42	A
USGS	12436000	2004-09-25	1286.91	A
USGS	12436000	2004-09-26	1287.60	A
USGS	12436000	2004-09-27	1287.43	A
USGS	12436000	2004-09-28	1287.31	A
USGS	12436000	2004-09-29	1287.26	A
USGS	12436000	2004-09-30	1286.76	A
USGS	12436000	2004-10-01	1286.63	A
USGS	12436000	2004-10-02	1286.36	A
USGS	12436000	2004-10-03	1286.51	A
USGS	12436000	2004-10-04	1286.57	A
USGS	12436000	2004-10-05	1286.43	A
USGS	12436000	2004-10-06	1285.97	A
USGS	12436000	2004-10-07	1286.16	A
USGS	12436000	2004-10-08	1286.13	A
USGS	12436000	2004-10-09	1286.63	A
USGS	12436000	2004-10-10	1287.42	A
USGS	12436000	2004-10-11	1287.11	A
USGS	12436000	2004-10-12	1286.99	A
USGS	12436000	2004-10-13	1286.93	A
USGS	12436000	2004-10-14	1286.64	A
USGS	12436000	2004-10-15	1286.89	A
USGS	12436000	2004-10-16	1287.30	A
USGS	12436000	2004-10-17	1287.67	A
USGS	12436000	2004-10-18	1287.25	A
USGS	12436000	2004-10-19	1286.61	A
USGS	12436000	2004-10-20	1286.08	A
USGS	12436000	2004-10-21	1286.00	A
USGS	12436000	2004-10-22	1286.26	A
USGS	12436000	2004-10-23	1286.54	A
USGS	12436000	2004-10-24	1286.92	A
USGS	12436000	2004-10-25	1286.38	A
USGS	12436000	2004-10-26	1286.08	A
USGS	12436000	2004-10-27	1285.90	A
USGS	12436000	2004-10-28	1285.52	A
USGS	12436000	2004-10-29	1285.50	A
USGS	12436000	2004-10-30	1286.38	A
USGS	12436000	2004-10-31	1287.35	A
USGS	12436000	2004-11-01	1287.12	A
USGS	12436000	2004-11-02	1287.24	A
USGS	12436000	2004-11-03	1287.34	A
USGS	12436000	2004-11-04	1287.22	A
USGS	12436000	2004-11-05	1287.33	A
USGS	12436000	2004-11-06	1287.74	A
USGS	12436000	2004-11-07	1288.58	A
USGS	12436000	2004-11-08	1288.50	A
USGS	12436000	2004-11-09	1288.18	A
USGS	12436000	2004-11-10	1287.92	A
USGS	12436000	2004-11-11	1287.54	A
USGS	12436000	2004-11-12	1287.19	A
USGS	12436000	2004-11-13	1287.06	A
USGS	12436000	2004-11-14	1288.00	A
USGS	12436000	2004-11-15	1287.69	A
USGS	12436000	2004-11-16	1287.25	A
